linkDescription,hours
"Business Hour : 10.00am to 3.00pm , 5.00pm to 9.15pm
Rest day : Tuesday 
Updated 6/4/2022
	","10.00am to 3.00pm , 5.00pm to 9.15pm"
"Business Hour : 9.00am to 3.00pm , 5.30pm to 9.30pm
Open daily 
Updated 12/4/2022","9.00am to 3.00pm , 5.30pm to 9.30pm"
"Business Hour : 11.00am to 8.30pm
Rest day : Sunday
Updated 5/2/2022",11.00am to 8.30pm
"Business Hour : 6.30am to 1.30pm 
Rest day : Sunday 
Updated 19/4/2022",6.30am to 1.30pm
"Business Hour : 7.00am to 2.00pm
Rest day : alternate Monday
Updated 9/4/2022",7.00am to 2.00pm
"Business Hour : 7.30am to 12.00pm Rest day : Monday (including 1st & 15th of lunar month) 
Updated 4/5/2022",7.30am to 12.00pm
"Business Hour : 8.00am to 3.00pm 
Rest day : Thursday Updated 4/5/2022",8.00am to 3.00pm
Business Hour : 7.00am to 4.30pm Rest day : Tuesday Updated 22/5/2022,7.00am to 4.30pm
"Business Hour : 7.00am to 11.00am
Rest day : weekends
Updated 16/5/2022		",7.00am to 11.00am
"Business Hour : 7.30am to 3.00pm 
Rest day : Sunday 
Updated 22/5/2022",7.30am to 3.00pm
"Business Hour : 6.30am to 2.00pm Rest day : Sunday
Updated 7/3/2022",6.30am to 2.00pm
"Business Hour : 7.00am to 11.00am 
Rest day : Monday 
Updated 10/3/2022",7.00am to 11.00am
"Business Hour : 7.30am to 1.30pm 
Rest day : uncertain Monday & Tuesday (twice a month) 
Updated 13/4/2022	",7.30am to 1.30pm
"Business Hour : 6.30am to 1.30pm
Rest day : Monday (regardless 1st and 15th of Lunar Month)  
Updated 5/9/2022",6.30am to 1.30pm
"Business Hour : 7.00am to 7.30pm Rest day : Saturday (If 1st & 15th of lunar month fall on Saturday, next Friday will be their rest day.)
Updated 22/5/2022",7.00am to 7.30pm
"Business Hour: 7.00am to 10.30am
Rest day: uncertain ( 2 days in a month)
Updated 2/4/2022",
"Business Hour : 11.00am to 3.00pm, 5.30pm to 8.00pm ; 1st & 15th of lunar month 8.30am to 3.00pm, 5.30pm to 8.00pm  
Rest day : Monday (If 1st & 15th of lunar month fall on Monday, next day will be their rest day.) 
Updated 26/5/2022","11.00am to 3.00pm, 5.30pm to 8.00pm ; 1st & 15th of lunar month 8.30am to 3.00pm, 5.30pm to 8.00pm"
"Business Hour : 4.00pm to 9.00pm ; 1st & 15th of lunar month 8.00am to 1.00pm, 4.00pm to 9.00pm
Rest day : Saturday & Sunday
Updated 19/7/2022","4.00pm to 9.00pm ; 1st & 15th of lunar month 8.00am to 1.00pm, 4.00pm to 9.00pm"
"Business Hour : 11.00am to 8.00pm 
Rest day : Monday (if 1st & 15th of lunar month fall on Monday , next day will be their rest day) 
Updated 3/9/2022",11.00am to 8.00pm
"Business Hour : 3.30pm to 8.00pm
Rest day : uncertain (3 days in a month)
Updated 9/7/2022",3.30pm to 8.00pm
"Business Hour : 8.00am to 7.00pm
Rest day : alternate Monday    
Updated 10/4/2022",8.00am to 7.00pm
"Business Hour : 7.00am to 11.00am Only open on Wednesday, Saturday and 1st & 15th of lunar month. Updated 3/4/2022",
"Business Hour : 10.30am to 3.00pm , 4.30pm to 8.00pm
Rest day : Tuesday & Wednesday 
Updated 13/4/2022","10.30am to 3.00pm , 4.30pm to 8.00pm"
"Business Hour : 7.00am to 1.30pm 
Rest day : Sunday 
Updated 24/5/2022",7.00am to 1.30pm
"Business Hour : 11.30am to 10.00pm
Rest day : Monday
Updated 19/5/2022",11.30am to 10.00pm
"Business Hour : 5.00pm to 10.00pm Open daily  
Updated 26/5/2022",5.00pm to 10.00pm
"Business Hour : 9.00am to 8.00pm 
Rest day : Monday 
Updated 28/8/2022",9.00am to 8.00pm
"Business Hour : 11.00pm to 9.00pm 
Rest day : Wednesday
Updated 13/4/2022",11.00pm to 9.00pm
"Business Hour : 7.00am to 5.00pm
Rest day : alternate Sunday 
Updated 13/4/2022",7.00am to 5.00pm
"Business Hour : 10.00am to 7.00pm 
Rest day : Monday (if 1st & 15th of lunar month fall on Monday, next day will be their rest day )
Updated 31/3/2022",10.00am to 7.00pm
"Business Hour : 10.00am to 8.00pm  
Open daily 
Updated 29/5/2022",10.00am to 8.00pm
"Business Hour : 11.00am to 2.30pm, 5.00pm to 9.00pm Rest day : Tuesday 
Updated 17/5/2022","11.00am to 2.30pm, 5.00pm to 9.00pm"
Business Hour : 7.00am to 2.30pm Rest day : Tuesday Updated 5/1/2022,7.00am to 2.30pm
"Business Hour : 6.00am to 2.00pm 
Rest day : uncertain
Updated 26/5/2022",6.00am to 2.00pm
"Business Hour : 9.00am to 3.00pm , 5.00pm to 9.00pm
Rest day : Monday (if 1st & 15th of lunar month fall on Monday , next day will be their rest day)
Updated 14/8/2022

 ","9.00am to 3.00pm , 5.00pm to 9.00pm"
"Business Hour : 6.00am to 10.30am
Rest day : uncertain (4 days in a month)
Updated 20/4/2022",6.00am to 10.30am
"Business Hour : 7.00am to 9.00pm  
Open daily 
Updated 1/1/2022",7.00am to 9.00pm
"Business Hour : 11.00am to 2.00pm
Rest day : Monday , 1st & 15th of lunar month
Updated 21/5/2022

",11.00am to 2.00pm
Business Hour : 7.00am to 2.00pm Rest day : Monday Updated 22/5/2022,7.00am to 2.00pm
"Business Hour : 7.00am to 2.00pm 
Rest day: Wednesday 
Updated 26/5/2022",7.00am to 2.00pm
"Business Hour : 7.00am to 2.00pm 
Rest day : 2nd & 16th of lunar month   
Updated 18/9/2020",7.00am to 2.00pm
"Business Hour : 11.00am to 4.00pm
Rest day : Monday(if 1st & 15th of lunar month fall on Monday, next day will be their rest day)
Updated 9/6/2022",11.00am to 4.00pm
"Business Hour : 7.00am to 3.00pm
Rest day : Sunday 
Updated 4/5/2022",7.00am to 3.00pm
"Business Hour : 7.00am to 3.00pm 
Rest day : Sunday
Updated 24/5/2022",7.00am to 3.00pm
"Business Hour: 7.00am to 9.00pm 
Open daily 
Updated 12/4/2022",
"Restaurant Hour : 11.00am to 3.30pm , 4.30pm to 8.30pm
Open daily 
Updated 13/4/2022",
"Business Hour : 9.00am to 3.00pm , 5.00pm to 9.00pm Rest day : Wednesday & Thursday 
Updated 9/1/2022","9.00am to 3.00pm , 5.00pm to 9.00pm"
"Business Hour : 7.00am to 1.00pm 
Rest day : Wednesday
Updated 21/4/2022",7.00am to 1.00pm
"Business Hour : 7.30am to 1.30pm
Rest day : uncertain ( 2 days a month )
Updated 13/4/2022",7.30am to 1.30pm
"Business Hour : 6.30am to 2.00pm
Rest day : Sunday & Public Holidays 
Updated 26/5/2022",6.30am to 2.00pm
"Business Hour : 10.00am to 10.00pm 
Rest day : Monday (if 1st & 15th of lunar month fall on Monday, next day will be their rest day)
Updated 18/3/2022",10.00am to 10.00pm
"Business Hour : 6.30am to 12.00pm 
Rest day : uncertain Updated 14/4/2022",6.30am to 12.00pm
"Business Hour: 11.30am to 2.30pm , 5.30pm to 8.30pm
Rest day : Tuesday
Updated 20/5/2022

",
"Business Hour : 10.00am to 10.00pm 
Rest day : 2nd & 16th of lunar month (if 2nd & 16th of lunar month fall on weekend, Monday will be their rest day)
Updated 21/5/2022",10.00am to 10.00pm
"Business Hour : 11.00am to 3.00pm , 5.30pm to 8.45pm 
Rest day: uncertain 
Updated 21/5/2022","11.00am to 3.00pm , 5.30pm to 8.45pm"
"Business Hour : 11.00am to 9.00pm
Rest day : Thursday 
Updated 7/4/2022",11.00am to 9.00pm
"Business Hour : 8.00am to 2.30pm ； Sunday 8.00am to 2.00pm
Rest day : Wednesday 
Updated 8/4/2022

",8.00am to 2.30pm ； Sunday 8.00am to 2.00pm
"Business Hour : 7.00am to 4.00pm ; Saturday 7.00am to 3.00pm
Rest day : Sunday & selective Public Holidays
Updated 26/4/2022",7.00am to 4.00pm ; Saturday 7.00am to 3.00pm
"Business Hour :11.00am to 9.00pm
Open daily  
Updated 15/4/2022",
"Business Hour : 11.00am to 2.30pm , 4.00pm to 10.00pm
Rest day : Wednesday
Updated 12/4/2022","11.00am to 2.30pm , 4.00pm to 10.00pm"
"Business Hour : 11.30am to 3.00pm , 5.30pm to 9.00pm ; weekends 11.30am to 3.00pm , 4.00pm to 10.00pm
Rest day : Monday  
Updated 13/4/2022

","11.30am to 3.00pm , 5.30pm to 9.00pm ; weekends 11.30am to 3.00pm , 4.00pm to 10.00pm"
"Business Hour : 7.00am to 12.00pm   
Rest day : Saturday , Sunday & Public Holidays
Updated 30/4/2022",7.00am to 12.00pm
"Business Hour : 8.30am to 8.30pm 
Open daily  
Updated 16/5/2022
",8.30am to 8.30pm
"Business Hour : 9.00am to 7.30pm 
Rest day : uncertain
Updated 12/7/2022",9.00am to 7.30pm
"Business Hour : 7.00am to 2.00pm
Rest day : Tuesday
Updated 10/4/2022",7.00am to 2.00pm
"Business Hour : 8.00am to 5.00pm
Rest day ：Sunday (if 1st & 15th of lunar month fall on Sunday , next day will be their rest day)
Updated 15/7/2022",8.00am to 5.00pm
"Business Hour : 11.00am to 7.00pm Rest day : Tuesday (If 1st & 15th of lunar month fall on Tuesday, next day will be their rest day.)
Updated 17/5/2022",11.00am to 7.00pm
"Business Hour : 9.00am to 5.00pm
Rest day : Monday 
Updated 3/4/2022",9.00am to 5.00pm
"Restaurant Hour : 11.00am to 7.00pm 
Rest day : Wednesday
Updated 14/4/2022",
"Business Hour : 8.00am to 3.00pm ; Friday to Sunday 8.00am to 3.00pm, 5.30pm to 8.30pm
Rest day : Monday
Updated 22/8/2022

","8.00am to 3.00pm ; Friday to Sunday 8.00am to 3.00pm, 5.30pm to 8.30pm"
"Business Hour : 8.00am to 3.30pm 
Open daily
Updated 6/4/2022",8.00am to 3.30pm
"Business Hour : 6.30am to 1.30pm 
Rest day : weekends
Updated 12/4/2022",6.30am to 1.30pm
"Business Hour : 7.00am to 3.00pm  
Rest day : Wednesday
Updated 13/4/2022",7.00am to 3.00pm
"Business Hour : 6.15am to 10.15am 
Rest day : uncertain 
Updated 1/1/2022",6.15am to 10.15am
"Business Hour : 6.30am to 12.30pm
Rest day : uncertain (once a month)
Updated 12/4/2022
",6.30am to 12.30pm
"Business Hour : 10.00am to 6.00pm Rest day : Saturday (including 1st & 15th of lunar month)
Updated 24/5/2022",10.00am to 6.00pm
"Business Hour : Monday 11.00am to 3.00pm ; Wednesday to Friday 11.00am to 3.00pm , 5.00pm to 7.00pm  weekends 11.00am to 3.00pm , 5.00pm to 8.00pm 
Rest day : Tuesday 
Updated 17/4/2022



","Monday 11.00am to 3.00pm ; Wednesday to Friday 11.00am to 3.00pm , 5.00pm to 7.00pm  weekends 11.00am to 3.00pm , 5.00pm to 8.00pm"
"Business Hour : 7.00am to 2.30pm 
Rest day : Monday 
Updated 2/4/2022",7.00am to 2.30pm
"Business Hour : 9.00am to 2.00pm , 5.30pm to 9.00pm Rest day : Thursday 
Updated 28/5/2022","9.00am to 2.00pm , 5.30pm to 9.00pm"
"Business Hour : 7.00am to 4.00pm 
Rest day : Weekends 
Updated 23/5/2022",7.00am to 4.00pm
"Business Hour : 9.30am to 9.00pm
Rest day : Wednesday
Updated 5/2/2022",9.30am to 9.00pm
"Business Hour : 11.00am to 6.00pm
Rest day : Monday & Tuesday
Updated 22/8/2022",11.00am to 6.00pm
"Business Hour : 8.00am to 12.00am
Open daily
Updated 5/9/2022",8.00am to 12.00am
"Business Hour : 7.30am to 1.30pm 
Rest day : Tuesday 
Updated 4/4/2022",7.30am to 1.30pm
"Business Hour : 4.00pm to 10.00pm Open daily 
Updated 26/5/2022",4.00pm to 10.00pm
"Business Hour : 11.30am to 10.30pm
Open daily 
Updated 30/4/2022
 ",11.30am to 10.30pm
"Business Hour : 7.00am to 12.00pm
Rest day : Tuesday
Updated 24/5/2022",7.00am to 12.00pm
"Business Hour : 7.00am to 1.00pm , 5.30pm to 8.30pm
Rest day : Tuesday 
Updated 5/2/2022","7.00am to 1.00pm , 5.30pm to 8.30pm"
"Business Hour : 11.00am to 3.00pm , 6.00pm to 9.00pm
Rest day : Wednesday 
Updated 5/9/2022","11.00am to 3.00pm , 6.00pm to 9.00pm"
"Business Hour : 10.30am to 3.00pm, 5.00pm to 8.00pm
Rest day : Tuesday
Updated 9/1/2022
","10.30am to 3.00pm, 5.00pm to 8.00pm"
"Business Hour : 11.00am to 9.00pm ; weekends 11.00am to 9.30pm
Open daily
Updated 13/4/2022
",11.00am to 9.00pm ; weekends 11.00am to 9.30pm
"Business Hour : 6.30am to 1.00pm
Rest day : Saturday
Updated 13/4/2022",6.30am to 1.00pm
"Business Hour : 6.30am to 10.00am Rest day : Monday & Wednesday (including 1st & 15th of lunar month)
Updated 12/4/2022",6.30am to 10.00am
"Servicing Hour : 11.30am to 1.30pm 
Rest day : Sunday
Updated 25/5/2022",
"Business Hour : 5.30am to 10.30am Rest day : Tuesday, Thursday and 2nd & 16th of lunar month.
Updated 11/5/2022",5.30am to 10.30am
"Business Hour : 7.00am to 6.30pm
Rest day : weekends & Public Holidays 
Updated 14/4/2022
",7.00am to 6.30pm
"Business Hour : 7.30am to 3.00pm
Rest day : Sunday 
Updated 19/7/2022",7.30am to 3.00pm
"Business Hour : 6.00pm to 11.00pm
Open daily 
Updated 4/7/2022",6.00pm to 11.00pm
"Business Hour : 12.00pm to 8.00pm
Rest day ： Wednesday
Updated 13/4/2022",12.00pm to 8.00pm
"Business Hour : 7.00am to 9.30pm 
Open daily
Updated 11/1/2022",7.00am to 9.30pm
"Business Hour : 10.00am to 5.00pm
Rest day :  Friday
Updated 19/4/2022",10.00am to 5.00pm
"Business Hour : 10.00am to 3.00pm , 6.00pm to 10.00pm
Rest day : Sunday 
Updated 29/4/2022","10.00am to 3.00pm , 6.00pm to 10.00pm"
"Business Hour: 6.30am to 11.00am  
Open daily 
Updated 25/5/2022",
"Business Hour : 10.00am to 6.30pm
Rest day : Tuesday  
Updated 4/8/2022",10.00am to 6.30pm
"Business Hour : 11.00am to 8.30pm
Rest day : Tuesday
Updated 7/8/2022",11.00am to 8.30pm
"Business Hour : 7.30am to 2.00pm
Rest day : alternate Sunday & alternate Tuesday  
Updated 31/7/2022",7.30am to 2.00pm
"Business Hour : 7.10am to3.00pm
Open daily 


Updated 25/7/2022",7.10am to3.00pm
"Business Hour : 7.00am to 3.00pm
Rest day : Sunday
Updated 23/4/2022",7.00am to 3.00pm
"Business Hour : 7.30am to 3.00pm
Rest day : Sunday (If 1st & 15th of lunar month fall on Sunday, next day will be their rest day.)
Updated 19/5/2022",7.30am to 3.00pm
"Business Hour : 7.00am to 5.00pm
Rest day : weekends
Updated 9/4/2022",7.00am to 5.00pm
"Business Hour : 7.30am to 10.00am Rest day : 1st & 15th of lunar month
Updated 16/4/2022",7.30am to 10.00am
"Business Hour : 8.00am to 5.00pm ; weekends 8.00am to 6.00pm
Rest day : Monday (if Public Holiday, 1st & 15th of lunar month fall on Monday, next day will be their rest day)
Updated 30/5/2022

",8.00am to 5.00pm ; weekends 8.00am to 6.00pm
"Business Hour : 5.30am to 11.00am Rest day : Monday
Updated 13/4/2022",5.30am to 11.00am
"Business Hour : 7.00am to 1.00pm 
Rest day : Thursday
Updated 4/4/2022",7.00am to 1.00pm
"Business Hour : 7.30am to 3.00pm 
Rest day : uncertain (two days continuously in a month)
Updated 17/4/2022",7.30am to 3.00pm
"Business Hour : 9.30am to 2.30pm , 5.30pm to 8.00pm
Rest day : uncertain
Updated 16/4/2022","9.30am to 2.30pm , 5.30pm to 8.00pm"
"Business Hour : 12.00pm to 8.00pm  
Rest day : Monday 
Updated 12/4/2022",12.00pm to 8.00pm
"Business Hour : 6.45am to 2.00pm  
Rest day : uncertain (1 or 2 days in a month)
Updated 24/5/2022",6.45am to 2.00pm
"Business Hour : 6.30am to 1.30pm 
Rest day : alternate Wednesday 
Updated 28/3/2022",6.30am to 1.30pm
"Business Hour : 7.00am to 1.30pm 
Rest day : Wednesday
Updated 9/4/2022",7.00am to 1.30pm
"Business Hour : 6.30am to 1.30pm 
Rest day : Monday , the day before 1st & 15th of lunar month 
Updated 16/4/2022",6.30am to 1.30pm
"Business Hour: 6.30am to 1.00pm  
Open daily 
Updated 29/5/2022",
"Business Hour : only open on Friday to Sunday , 1st & 15th of lunar month 7.00am to 10.00am 
Updated 6/4/2022 
",
"Business Hour : 6.00am to 12.30pm 
Rest day : Monday
Updated 25/5/2022",6.00am to 12.30pm
"Business Hour : 8.00am to 7.00pm
Rest day : Sunday
Updated 14/8/2022",8.00am to 7.00pm
"Business Hour: 9.00am to 5.00pm 
Rest day: Sunday 
Updated 12/4/2022",
"Business Hour : 6.30am to 10.00am
Rest day : Sunday & Monday  
Updated 19/5/2022",6.30am to 10.00am
"Servicing Hour : 9.00am to 12.30pm
Rest day : weekends 
Updated 5/5/2022

",
"Business Hour : 7.00am to 2.30pm
Rest day : Tuesday 
Updated 15/3/2022",7.00am to 2.30pm
"Business Hour : 7.30am to 2.00pm 
Rest day : weekends
Updated 25/5/2022

",7.30am to 2.00pm
"Business Hour : 10.30am to 8.30pm ; 1st & 15th of lunar month 7.30am to 8.30pm
Rest day : Tuesday 


Updated 25/7/2022",10.30am to 8.30pm ; 1st & 15th of lunar month 7.30am to 8.30pm
"Business Hour : 7.00am to 2.00pm
Rest day : Thursday Updated 23/5/2022",7.00am to 2.00pm
"Business Hour : 6.30am to 1.30pm  
Rest day : Sunday 
Updated 4/7/2022",6.30am to 1.30pm
"Business Hour : 7.30am to 2.30pm
Rest day : Monday
Updated 18/8/2022",7.30am to 2.30pm
"Business Hour : 8.00am to 8.00pm Open daily 
Updated 21/4/2022",8.00am to 8.00pm
"Business Hour : 6.30am to 4.30pm 
Rest day : Wednesday
Updated 24/2/2022",6.30am to 4.30pm
"Business Hour:  7.00am to 2.00pm 
Rest day: Sunday 
Update 5/2/2022
",
"Business Hour : 6.30am to 12.30pm 
Rest day : alternate Monday 
Updated 23/5/2022",6.30am to 12.30pm
"Business Hour : 8.00am to 2.30pm , 5.00pm to 10.00pm Rest day : Wednesday Updated 7/1/2022","8.00am to 2.30pm , 5.00pm to 10.00pm"
"Business Hour : 7.30am to 4.00pm
Rest day : alternate Sunday
Updated 2/3/2022",7.30am to 4.00pm
Business Hour : 7.00am to 11.30am Rest day : Monday Updated 22/5/2022,7.00am to 11.30am
"Business Hour : 7.30am to 2.00pm
Rest day : Tuesday ( if 1st & 15th of lunar month fall on Tuesday , next day will be their rest day )
Updated 2/4/2022
",7.30am to 2.00pm
"Business Hour : 6.00pm to 2.00am Open daily  
Updated 30/5/2022",6.00pm to 2.00am
"Business Hour : 12.00pm to 8.30pm ; Saturday 8.00am to 9.00pm ; Public Holidays 8.00am to 6.00pm
Rest day : Tuesday
Updated 28/4/2022",12.00pm to 8.30pm ; Saturday 8.00am to 9.00pm ; Public Holidays 8.00am to 6.00pm
"Business Hour : 8.00am to 3.00pm
Rest day : uncertain
Updated 21/7/2022",8.00am to 3.00pm
"Business Hour : 7.00am to 2.00pm
Rest day : Wednesday
Updated 9/4/2022",7.00am to 2.00pm
"Business Hour : 8.30am to 6.30pm
Rest day : Monday
Updated 2/9/2022
",8.30am to 6.30pm
"Serving Hour : 11.30am to 1.00pm  
Open daily 
Updated 23/5/2022",
"Business Hour : 7.00am to 4.00pm
Rest day : Tuesday 
Updated 24/3/2022",7.00am to 4.00pm
"Business Hour : 12.00pm to 2.00pm 
Rest day : Sunday 
Updated 21/5/2022",12.00pm to 2.00pm
"Business Hour : 6.45am to 11.30am
Rest day : Monday & Tuesday
Updated 29/5/2022",6.45am to 11.30am
"Business Hour : 8.00am to 2.00pm 
Rest day : Friday & Saturday 
Updated 4/5/2022
",8.00am to 2.00pm
"Business Hour : 6.00pm to 11.00pm
Rest day : Monday  
Updated 24/5/2022",6.00pm to 11.00pm
"Business Hour : 11.00am to 2.30pm , 6.00pm to 9.30pm  Rest day : Thursday Updated 12/4/2022","11.00am to 2.30pm , 6.00pm to 9.30pm"
"Business Hour : 11.00am to 10.00pm
Open daily 
Updated 29/5/2022",11.00am to 10.00pm
"Business Hour : 9.00am to 2.30pm 
Rest day : uncertain (once a month, mostly on Thursday) 
Updated 6/2/2022 


",9.00am to 2.30pm
"Business Hour : 10.30am to 6.30pm 
Rest day Tuesday
Updated 14/3/2022",10.30am to 6.30pm
"Business Hour : 9.00am to 2.00pm, 4.00pm to 7.30pm ; Friday 9.00am to 2.00pm
Rest day : Friday & Saturday 
Updated 12/5/2022

","9.00am to 2.00pm, 4.00pm to 7.30pm ; Friday 9.00am to 2.00pm"
"Business Hour : Business Hour : 7.00am to 3.00pm
Rest day : 2nd, 3rd, 16th & 17th of lunar month 
Updated 21/4/2022",Business Hour : 7.00am to 3.00pm
"Business Hour : 10.00am to 10.00pm
Open daily 
Updated 21/4/2022",10.00am to 10.00pm
"Business Hour : 10.30am to 2.00pm , 5.00pm to 8.30pm 
Rest day : Monday 
Updated 26/5/2022","10.30am to 2.00pm , 5.00pm to 8.30pm"
"Business Hour : 7.30am to 2.00pm  
Rest day : alternate Sunday & alternate Wednesday 
Updated 11/4/2022

 ",7.30am to 2.00pm
"Business Hour : 9.00am to 3.30pm ; Public Holidays 9.00am to 2.00pm 
Rest day : uncertain Updated 14/4/2022

",9.00am to 3.30pm ; Public Holidays 9.00am to 2.00pm
"Business Hour : 9.00am to 7.00pm
Rest day : alternate Saturday 
Updated 16/8/2022",9.00am to 7.00pm
"Business Hour : 7.00am to 2.00pm
Rest day : Monday
Updated 21/4/2022",7.00am to 2.00pm
Business Hour : 7.30am to 1.00pm  Rest day : Thursday & Sunday Updated 17/5/2022,7.30am to 1.00pm
"Business Hour : 5.00am to 10.00am
Rest day : Sunday
Updated 21/5/2022",5.00am to 10.00am
"Business Hour : 5.30pm to 9.00pm 
Rest day : Wednesday
Updated 16/4/2022",5.30pm to 9.00pm
"Business Hour : 6.00am to 2.15pm  
Rest day : Sunday 
Updated 24/5/2022",6.00am to 2.15pm
"Business Hour : 9.00am to 5.00pm
Rest day : Sunday
Updated 24/5/2022",9.00am to 5.00pm
"Business Hour : 12.00pm to 3.00pm, 5.30pm to 7.50pm 
Rest day : uncertain ( twice a month, mostly on Thursday & Friday )
Updated 21/5/2022 


","12.00pm to 3.00pm, 5.30pm to 7.50pm"
Business Hour : 7.00am to 11.00am Rest day : Sunday Updated 25/2/2022,7.00am to 11.00am
"Business Hour : 10.00am to 9.30pm
Open daily
Updated 21/4/2022",10.00am to 9.30pm
"Business Hour : 2.00pm to 9.00pm ; 1st & 15th of lunar month 12.00pm to 9.00pm 
Open daily
Updated 21/4/2022",2.00pm to 9.00pm ; 1st & 15th of lunar month 12.00pm to 9.00pm
"Business Hour : 10.00am to 9.00pm
Open daily  
Updated 1/8/2022",10.00am to 9.00pm
"Business Hour : 7.00am to 11.30am  
Rest day : Monday 
Updated 21/5/2022",7.00am to 11.30am
"Business Hour : 5.00pm to 10.00pm
Rest day : Monday
Updated 15/6/2022",5.00pm to 10.00pm
"Business Hour : 6.00am to 6.00pm
Open daily 
Updated 26/5/2022",6.00am to 6.00pm
"Business Hour : 8.00am to 2.30pm
Rest day : uncertain  
Updated 4/6/2022",8.00am to 2.30pm
"Business Hour : 5.45pm to 10.00pm  
Rest day : Wednesday 
Updated 20/7/2022

",5.45pm to 10.00pm
"Business Hour : 7.30pm to 2.00pm 
Rest day : Sunday 
Updated 28/5/2022

 ",7.30pm to 2.00pm
"Business Hour : 11.00am to 10.30pm  
Open daily 
Updated 30/4/2022",11.00am to 10.30pm
"Business Hour : 10.30am to 8.00pm
Rest day : Wednesday  
Updated 14/4/2022",10.30am to 8.00pm
"Business Hour : 7.30am to 2.00pm  
Rest day : Sunday  
Updated 17/4/2022",7.30am to 2.00pm
"Business Hour : 12.00pm to 7.30pm  
Rest day : uncertain
Updated 8/3/2022",12.00pm to 7.30pm
